business,avg_stars,Sentiment_Score_neg,Sentiment_Score_pos,Sentiment_Score_remark
Reputation Salon - An Aveda Concept Salon,4.5,0.053,0.263,Positive Sentiment
McKendrick-Breaux House,3.5,0.052,0.23,Positive Sentiment
Corey's Ohio Auto Service,4.0,0.021,0.114,Positive Sentiment
Sips Specialty Coffee House,4.699029126213592,0.027,0.294,Positive Sentiment
Wendy's,2.4,0.032,0.201,Positive Sentiment
Motley's on Main,3.125,0.059,0.192,Positive Sentiment
Drybar - Indianapolis,5.0,0.03,0.237,Positive Sentiment
TD Bank,2.0,0.088,0.073,Negative Sentiment
Historic Streetcar Inn,3.240740740740741,0.078,0.172,Positive Sentiment
Canadian Tire,2.5,0.072,0.158,Positive Sentiment
Arhaus,4.0,0.02,0.135,Positive Sentiment
"Professional Industries, Inc.",3.0,0.044,0.108,Positive Sentiment
Insight Global,3.333333333333333,0.049,0.187,Positive Sentiment
Village Bakehouse,4.107142857142857,0.045,0.244,Positive Sentiment
Urban Matter,5.0,0.007,0.28,Positive Sentiment
Harris Cab,1.4615384615384617,0.133,0.092,Negative Sentiment
Blue Moon Dancesport - School of Dance,5.0,0.0,0.214,Positive Sentiment
Southern Arizona Veterinary Specialty & Emergency Center,5.0,0.064,0.15,Positive Sentiment
Song David I DPM,5.0,0.039,0.113,Positive Sentiment
Buy Floors Direct,4.666666666666667,0.023,0.238,Positive Sentiment
Prestige Pet care,5.0,0.033,0.316,Positive Sentiment
Rivista,4.086956521739131,0.065,0.236,Positive Sentiment
"Lauren Buckley, L.AC",4.916666666666667,0.056,0.232,Positive Sentiment
Gold's Gym,3.25,0.09,0.132,Positive Sentiment
Panera Bread,2.4074074074074074,0.095,0.11,Positive Sentiment
Alvernon Optical,5.0,0.039,0.243,Positive Sentiment
Slate Bleu Restaurant,4.173913043478261,0.035,0.262,Positive Sentiment
Massage Envy - Olivette,3.4444444444444446,0.075,0.235,Positive Sentiment
Dollar Tree,3.0,0.07,0.135,Positive Sentiment
Dave's Auto Repair,2.0,0.095,0.091,Negative Sentiment
South Beach Condo Hotel,2.6666666666666665,0.059,0.151,Positive Sentiment
The Farm and Fisherman,4.123376623376624,0.042,0.232,Positive Sentiment
Bob Woolever's Tire Shoppe,5.0,0.0,0.406,Positive Sentiment
Presence Float Center,4.25,0.033,0.187,Positive Sentiment
Centennial Hall,3.2,0.069,0.161,Positive Sentiment
Ashley HomeStore,2.888888888888889,0.077,0.108,Positive Sentiment
Pleasant View Car Care,5.0,0.0,0.295,Positive Sentiment
7-Eleven,3.4285714285714284,0.069,0.225,Positive Sentiment
Musselman Honda Circuit,5.0,0.028,0.162,Positive Sentiment
Rue 13,3.692307692307693,0.074,0.189,Positive Sentiment
Shooters World,4.583333333333333,0.066,0.224,Positive Sentiment
Saladworks,3.0,0.043,0.186,Positive Sentiment
Fast Color Printer,2.571428571428572,0.064,0.124,Positive Sentiment
C.I. Chu's Mongolian Barbeque,3.4823529411764707,0.063,0.178,Positive Sentiment
Stonewater Spa Salon & Boutique,3.8461538461538463,0.054,0.181,Positive Sentiment
Fountain Tire,1.0,0.0,0.071,Positive Sentiment
Courtyard by Marriott Reno,3.311111111111111,0.053,0.207,Positive Sentiment
Advantage Air,4.4,0.048,0.136,Positive Sentiment
"The Inn at Opryland, A Gaylord Hotel",2.057142857142857,0.098,0.119,Positive Sentiment
Kei Sushi,4.495145631067961,0.034,0.273,Positive Sentiment
NJ Weedman's Joint,4.571428571428571,0.028,0.258,Positive Sentiment
Bankers Title Service,3.6666666666666665,0.093,0.082,Negative Sentiment
Dream Tips Nails & Spa,2.8,0.06,0.17,Positive Sentiment
Bridgestone Arena,3.8260869565217392,0.046,0.201,Positive Sentiment
The Captain's Boil,4.333333333333333,0.036,0.294,Positive Sentiment
Loose Pooch Dog Club,5.0,0.036,0.163,Positive Sentiment
Ace Hotel New Orleans,3.8375,0.049,0.225,Positive Sentiment
Fiesta Lanes,3.0,0.08,0.22,Positive Sentiment
Ham's Deli,3.8333333333333335,0.037,0.199,Positive Sentiment
Big Lots,3.0,0.031,0.135,Positive Sentiment
Ming's Wok,2.3076923076923075,0.08,0.156,Positive Sentiment
Family Air,4.6938775510204085,0.035,0.187,Positive Sentiment
Subway,1.3333333333333333,0.1,0.054,Negative Sentiment
Asia Nails & Spa,3.363636363636364,0.044,0.21,Positive Sentiment
Priority Auto And Tire Center,5.0,0.031,0.174,Positive Sentiment
O'Reilly Auto Parts,3.636363636363636,0.047,0.118,Positive Sentiment
2400 Dry Cleaners,3.142857142857143,0.067,0.078,Positive Sentiment
Session Yoga,4.541666666666667,0.041,0.255,Positive Sentiment
Citizens Bank,1.0,0.032,0.078,Positive Sentiment
Rocky's Gourmet Pizza,3.083333333333333,0.056,0.186,Positive Sentiment
Domino's Pizza,4.0,0.077,0.129,Positive Sentiment
Soft Touch Auto Wash,1.0,0.214,0.086,Negative Sentiment
Michelfelder's Deli,3.6666666666666665,0.009,0.151,Positive Sentiment
Microblading and Brow Lounge,4.0,0.081,0.311,Positive Sentiment
Fire + Spice Tucson,3.608695652173913,0.044,0.206,Positive Sentiment
Ridley Sports Club,5.0,0.052,0.197,Positive Sentiment
Golden House,2.375,0.078,0.178,Positive Sentiment
Sonic Drive-In,4.0,0.05,0.041,Negative Sentiment
TLC Landscape Services,3.0,0.058,0.084,Positive Sentiment
Blue Bell Pizza,3.433333333333333,0.046,0.204,Positive Sentiment
Grass Roots,5.0,0.028,0.24,Positive Sentiment
La Encantada,4.191489361702128,0.043,0.244,Positive Sentiment
Pottery Barn Kids,3.333333333333333,0.062,0.135,Positive Sentiment
Hampton Inn & Suites New Orleans Downtown,4.138461538461539,0.051,0.232,Positive Sentiment
Bauhaus Hair Design,4.545454545454546,0.052,0.266,Positive Sentiment
Kendra Scott,5.0,0.008,0.195,Positive Sentiment
Friend,4.166666666666667,0.051,0.178,Positive Sentiment
Sugar Rush Cupcakery,4.384615384615385,0.048,0.235,Positive Sentiment
Park Salad Bar,2.857142857142857,0.027,0.16,Positive Sentiment
Tatums Bait & Tackle,4.0,0.007,0.192,Positive Sentiment
Sos Exterminating,5.0,0.0,0.311,Positive Sentiment
Scotland Run Golf Club,3.6666666666666665,0.076,0.215,Positive Sentiment
Buckley's Auto Care,4.8,0.035,0.251,Positive Sentiment
Chick-fil-A,2.7,0.106,0.126,Positive Sentiment
Afro World Hair & Fashions,3.6666666666666665,0.066,0.117,Positive Sentiment
Zeal Coffee Roasters,4.666666666666667,0.034,0.305,Positive Sentiment
Besito Mexican Restaurant,4.237726098191215,0.029,0.285,Positive Sentiment
velofix,5.0,0.013,0.179,Positive Sentiment
Blake's Lotaburger,4.8,0.03,0.274,Positive Sentiment
Taquería La Juquilita,4.92,0.042,0.278,Positive Sentiment
Starbucks,3.2,0.089,0.113,Positive Sentiment
Diversified Lab Services,5.0,0.0,0.22,Positive Sentiment
The Island,4.321428571428571,0.04,0.258,Positive Sentiment
American Carnival Mart,4.0,0.039,0.238,Positive Sentiment
Exxon,1.0,0.069,0.08,Positive Sentiment
Birchtree Catering,4.827586206896552,0.027,0.238,Positive Sentiment
Challenger Irrigation,5.0,0.0,0.276,Positive Sentiment
Billingsley Chiropractic Center,3.5,0.153,0.159,Positive Sentiment
Chicago's Stuffed Pizza,1.375,0.119,0.132,Positive Sentiment
Gourmet Butcher Block,3.0,0.075,0.147,Positive Sentiment
Pizza Hut,2.6,0.102,0.127,Positive Sentiment
Brewington's Towing & Recovery,1.0,0.213,0.0,Negative Sentiment
Czerw's Kielbasy,4.895833333333333,0.061,0.203,Positive Sentiment
Mr B's Hardware,3.0,0.037,0.094,Positive Sentiment
Little Caesars Pizza,5.0,0.061,0.189,Positive Sentiment
Buy Nevada First Gift Shop & Visitors Center,4.333333333333333,0.076,0.216,Positive Sentiment
Homebrewstuff,4.666666666666667,0.051,0.227,Positive Sentiment
Singha Thai Cafe,3.4545454545454546,0.043,0.227,Positive Sentiment
Pita Pit,3.1666666666666665,0.112,0.145,Positive Sentiment
Magic Touch Car Wash,3.6538461538461537,0.06,0.17,Positive Sentiment
Love Lost Tattoo,5.0,0.0,0.313,Positive Sentiment
Acorn Tree Service,3.5,0.082,0.137,Positive Sentiment
Big Bok Choy Bistro,3.809523809523809,0.055,0.211,Positive Sentiment
Publix Super Market,3.0,0.0,0.232,Positive Sentiment
Casablanca Restaurant & Hookah Lounge,3.0,0.042,0.105,Positive Sentiment
Lucchese,3.9,0.056,0.167,Positive Sentiment
Stardust Tea Spices and Beads,5.0,0.017,0.152,Positive Sentiment
Freedom Springs,2.909090909090909,0.088,0.102,Positive Sentiment
Bing's Boba Tea,4.265822784810126,0.052,0.247,Positive Sentiment
Doc's Auto Care,3.0,0.064,0.096,Positive Sentiment
Back 2 Life Chiropractic,2.2,0.08,0.08,Neutral Sentiment
Rice Bowl Deluxe,4.0,0.008,0.068,Positive Sentiment
Couture Nail Lounge,4.555555555555555,0.049,0.225,Positive Sentiment
Please-U-Restaurant,3.937007874015748,0.055,0.243,Positive Sentiment
Secrets,4.0,0.014,0.269,Positive Sentiment
South Reno Athletic Club,4.75,0.052,0.224,Positive Sentiment
Taco Bell,2.5,0.103,0.126,Positive Sentiment
Big O Tire Stores,4.666666666666667,0.076,0.192,Positive Sentiment
Kennedy Fitness - Washington Township,5.0,0.016,0.143,Positive Sentiment
Hotel Du Village,3.0,0.05,0.162,Positive Sentiment
Audi Fort Washington,3.9583333333333335,0.055,0.176,Positive Sentiment
Asian Cafe,3.743589743589744,0.033,0.221,Positive Sentiment
Unique Nails Spa,3.5,0.079,0.158,Positive Sentiment
Arby's,2.0,0.102,0.123,Positive Sentiment
Rocks and Ropes,4.809523809523809,0.028,0.245,Positive Sentiment
Best Western Music City Inn,3.6666666666666665,0.054,0.223,Positive Sentiment
Curry Corner,2.5,0.056,0.134,Positive Sentiment
Retro Fitness,2.7058823529411766,0.083,0.139,Positive Sentiment
Ashton Brook by The Connor Group,3.6666666666666665,0.0,0.189,Positive Sentiment
Fortune Chinese Restaurant,3.5161290322580645,0.067,0.207,Positive Sentiment
The Independent,4.10828025477707,0.044,0.276,Positive Sentiment
Friendly's,1.4615384615384617,0.112,0.108,Negative Sentiment
Lit Nightclub,2.5,0.083,0.127,Positive Sentiment
PetSmart,3.0,0.039,0.119,Positive Sentiment
Starbucks,2.9565217391304346,0.065,0.205,Positive Sentiment
Global Gifts,5.0,0.004,0.185,Positive Sentiment
Extra Space Storage,5.0,0.084,0.221,Positive Sentiment
Pediatric Dentistry Of Westchase,5.0,0.032,0.224,Positive Sentiment
Pica's Restaurant,3.54,0.055,0.204,Positive Sentiment
We Assemble It,5.0,0.0,0.134,Positive Sentiment
Merry Maids,1.0,0.113,0.151,Positive Sentiment
Target,3.684210526315789,0.061,0.162,Positive Sentiment
St. Louis VA Health Care System - John Cochran Division,3.0,0.0,0.174,Positive Sentiment
Tokyo Imports,5.0,0.046,0.088,Positive Sentiment
Mucho Burrito,2.6,0.048,0.065,Positive Sentiment
Mr. Sebas,4.0,0.066,0.249,Positive Sentiment
John's Seafood,2.6,0.041,0.135,Positive Sentiment
Tasties,2.6923076923076925,0.087,0.143,Positive Sentiment
Pat's Pizzeria,2.0,0.082,0.1,Positive Sentiment
Popeyes Louisiana Kitchen,2.923076923076923,0.039,0.173,Positive Sentiment
Macarons & Goodies,4.0,0.036,0.152,Positive Sentiment
Bala Better Health,5.0,0.049,0.339,Positive Sentiment
Bliss Facial Spa,5.0,0.0,0.25,Positive Sentiment
Admirals Club PHL Terminal F,3.5,0.086,0.163,Positive Sentiment
Szechuan Asian Cuisine,3.0,0.086,0.315,Positive Sentiment
Atlantis Gentlemen's Club,3.0,0.088,0.168,Positive Sentiment
American Child Care,4.0,0.036,0.249,Positive Sentiment
ThirtyTwo Dental,4.0,0.045,0.225,Positive Sentiment
Jersey Mike's Subs,4.0,0.035,0.14,Positive Sentiment
Jiffy Lube,3.9166666666666665,0.066,0.19,Positive Sentiment
FedEx,2.0,0.086,0.056,Negative Sentiment
Bici Cafe,3.1538461538461537,0.097,0.154,Positive Sentiment
Great Expressions Dental Centers - Citrus Park,2.0,0.059,0.074,Positive Sentiment
Panaderia Las Americas,4.0,0.011,0.11,Positive Sentiment
Sonic Drive-In,2.0,0.075,0.158,Positive Sentiment
Bully's Sports Bar & Grill,2.8181818181818183,0.08,0.171,Positive Sentiment
MexiPhilly Food Cart,4.0,0.052,0.174,Positive Sentiment
EMCO Tech,5.0,0.074,0.123,Positive Sentiment
The Jewelry Exchange - Overland,5.0,0.05,0.285,Positive Sentiment
ETA Worldwide Transportation Services,5.0,0.016,0.296,Positive Sentiment
Let There Be Light Chimney Sweep,5.0,0.012,0.284,Positive Sentiment
Meat Depot,3.5,0.099,0.085,Negative Sentiment
Momo Ramen + Poke,2.522727272727273,0.076,0.171,Positive Sentiment
Nina's Cleaners & Tailors,2.333333333333333,0.126,0.137,Positive Sentiment
Kal Tire,4.2,0.037,0.098,Positive Sentiment
Jerry Bob's,3.333333333333333,0.067,0.247,Positive Sentiment
Green Guys Moving,4.0,0.026,0.088,Positive Sentiment
Greenbrae Dry Cleaners,2.0,0.055,0.116,Positive Sentiment
Frosty Boy Drive-In,4.55,0.061,0.206,Positive Sentiment
RumFish Grill,3.2762237762237763,0.058,0.215,Positive Sentiment
Ponti's Steaks and Spuds,3.84,0.057,0.218,Positive Sentiment
Gypsy Apple Beauty,5.0,0.046,0.239,Positive Sentiment
Angela's Pizza,5.0,0.0,0.438,Positive Sentiment
Coliseum Ballroom,4.333333333333333,0.018,0.228,Positive Sentiment
Giovanni's Pizzeria,2.8461538461538463,0.059,0.223,Positive Sentiment
Regions Bank,1.75,0.065,0.066,Positive Sentiment
Cafe Du Monde,4.593406593406593,0.028,0.242,Positive Sentiment
Crazy Pete’s Car Wash,3.5,0.068,0.147,Positive Sentiment
Mixx Japanese Cuisine and Noodle Bar,3.3375,0.059,0.197,Positive Sentiment
Palm Tree Market,4.166666666666667,0.043,0.224,Positive Sentiment
McDonald's,1.6666666666666667,0.172,0.09,Negative Sentiment
Donatos Pizza,2.25,0.065,0.247,Positive Sentiment
Hair Cuttery,5.0,0.091,0.101,Positive Sentiment
Brow Art 23,2.75,0.101,0.127,Positive Sentiment
Vitality Acupuncture,5.0,0.034,0.256,Positive Sentiment
Wendy's,1.8571428571428568,0.154,0.106,Negative Sentiment
Arizona Sanitation,1.0,0.047,0.064,Positive Sentiment
Super Gyros & More,3.4,0.076,0.188,Positive Sentiment
Pinot's Palette Exton,4.666666666666667,0.019,0.208,Positive Sentiment
Clean Machine Car Wash,4.625,0.077,0.228,Positive Sentiment
Gibby's Ice Cream Store,2.75,0.119,0.108,Negative Sentiment
Devlin Collision Center,5.0,0.071,0.2,Positive Sentiment
Pineywoods Realty,5.0,0.095,0.054,Negative Sentiment
Red  Buffalo Ranch,4.538461538461538,0.023,0.282,Positive Sentiment
Edible Arrangements,5.0,0.019,0.295,Positive Sentiment
Chipotle Mexican Grill,3.210526315789474,0.062,0.171,Positive Sentiment
Dunkin',1.0,0.281,0.044,Negative Sentiment
Chirco Performance & Restoration,4.75,0.009,0.189,Positive Sentiment
Bubble Down Car Wash,5.0,0.0,0.375,Positive Sentiment
Dot's Dairy Bar,3.6666666666666665,0.038,0.273,Positive Sentiment
Carl Hesse's World Famous Tattoos,5.0,0.035,0.23,Positive Sentiment
Subway,4.2,0.085,0.197,Positive Sentiment
Thai Country Cafe,3.602739726027397,0.054,0.211,Positive Sentiment
Al's Donuts,4.5,0.028,0.28,Positive Sentiment
Burger King,2.333333333333333,0.085,0.091,Positive Sentiment
Frankie's Deli,4.625,0.05,0.235,Positive Sentiment
Shop 'N Save,1.8,0.054,0.13,Positive Sentiment
LensCrafters,3.4,0.052,0.128,Positive Sentiment
Extra Space Storage,4.0,0.0,0.393,Positive Sentiment
Salvatore's Trattoria & Pizzeria,5.0,0.019,0.274,Positive Sentiment
Starbucks,4.0,0.057,0.211,Positive Sentiment
Plymouth Auto & Tire Center,3.4166666666666665,0.067,0.137,Positive Sentiment
Wendy's,1.0,0.122,0.096,Negative Sentiment
The Mustard Seed Restaurant,3.968421052631579,0.044,0.229,Positive Sentiment
Illadelph by All in One Smoke Shop,5.0,0.04,0.234,Positive Sentiment
Mae's Chinese Restaurant,3.8333333333333335,0.037,0.261,Positive Sentiment
Smokin Pipes,5.0,0.007,0.28,Positive Sentiment
Rebel Brewer,4.285714285714286,0.074,0.276,Positive Sentiment
Ralph's of Philly,3.5,0.165,0.115,Negative Sentiment
Venzo's Pizza,4.0,0.035,0.231,Positive Sentiment
fat Rooster diner,2.8125,0.068,0.186,Positive Sentiment
PetSmart,3.5217391304347827,0.083,0.147,Positive Sentiment
Simmen's Landscaping,1.0,0.048,0.087,Positive Sentiment
Butlers Pantry Catering,4.75,0.026,0.213,Positive Sentiment
Genesco Window & Building Products,5.0,0.038,0.135,Positive Sentiment
Taqueria Mexico Tennessee,3.5,0.049,0.185,Positive Sentiment
"Cavanaugh & Raiford Chiropractic, Inc",5.0,0.038,0.249,Positive Sentiment
ACME Markets,2.2857142857142856,0.082,0.14,Positive Sentiment
Domino's Pizza,1.375,0.143,0.052,Negative Sentiment
How To Buy A House Gal,5.0,0.007,0.159,Positive Sentiment
Taqueria El Sol,4.727272727272728,0.019,0.292,Positive Sentiment
Baskin-Robbins,3.2,0.034,0.091,Positive Sentiment
Fries Rebellion,3.5873015873015874,0.055,0.228,Positive Sentiment
Santa Barbara PC Mechanic,5.0,0.074,0.232,Positive Sentiment
Polka Deli Inc,5.0,0.014,0.175,Positive Sentiment
The Rock Salon & Spa,3.6,0.045,0.19,Positive Sentiment
Richmond Hall,4.666666666666667,0.017,0.234,Positive Sentiment
Sanatoga,1.0,0.0,0.037,Positive Sentiment
Goose Creek Grill,3.2432432432432434,0.049,0.226,Positive Sentiment
Blue Plate Cafe,4.090909090909091,0.052,0.251,Positive Sentiment
Half-Way Market,4.75,0.003,0.221,Positive Sentiment
Barnes & Noble Booksellers,4.333333333333333,0.043,0.173,Positive Sentiment
Keetons Restaurant and Sports Bar,4.4,0.079,0.199,Positive Sentiment
Van Wickle Chiropractic,5.0,0.076,0.29,Positive Sentiment
Tonic Nightclub,2.554621848739496,0.089,0.18,Positive Sentiment
China Wok,3.8181818181818175,0.027,0.253,Positive Sentiment
Best Friends Animal Hospital & Pet Resort,5.0,0.029,0.281,Positive Sentiment
Southtown Barbershop,4.76,0.054,0.237,Positive Sentiment
Concept Nails & Day Spa,4.5,0.018,0.262,Positive Sentiment
Great Clips,1.4,0.246,0.091,Negative Sentiment
Hardee's,1.0,0.276,0.0,Negative Sentiment
Villaris by the Pike,2.857142857142857,0.079,0.236,Positive Sentiment
Clear View Vision Care,4.428571428571429,0.039,0.282,Positive Sentiment
Aqui Con El Nene,4.526785714285714,0.038,0.23,Positive Sentiment
Stay Alfred on North Carondelet Street,5.0,0.013,0.11,Positive Sentiment
Veils & Tails Photography,5.0,0.044,0.286,Positive Sentiment
Whole Foods Market,3.2758620689655173,0.092,0.171,Positive Sentiment
Wendy's,4.0,0.041,0.182,Positive Sentiment
The Waterfall,3.484848484848485,0.066,0.221,Positive Sentiment
Sunoco,2.6666666666666665,0.133,0.129,Negative Sentiment
Zaikka Indian Grill,3.3777777777777778,0.064,0.21,Positive Sentiment
Big Q BBQ,2.673469387755102,0.077,0.171,Positive Sentiment
Mi Caribe,4.267857142857143,0.046,0.227,Positive Sentiment
Sam's Club,4.0,0.074,0.159,Positive Sentiment
Soda African Hair Braiding,4.0,0.051,0.053,Positive Sentiment
Marble Slab Creamery,3.8,0.066,0.18,Positive Sentiment
930 Poydras,4.666666666666667,0.049,0.293,Positive Sentiment
Benjamin Franklin Bridge,4.225,0.05,0.165,Positive Sentiment
Super 8 Nashville Airport,2.4285714285714284,0.043,0.101,Positive Sentiment
Sherwood Nissan,1.6,0.081,0.087,Positive Sentiment
Idlewild Baptist Church,5.0,0.0,0.298,Positive Sentiment
Option 1 Barber Shop,4.6,0.05,0.27,Positive Sentiment
Carib Carpet Cleaning Services,5.0,0.046,0.355,Positive Sentiment
Double Decker Pizza - Media,3.638888888888889,0.052,0.225,Positive Sentiment
Bass Pro Shops,3.882352941176471,0.039,0.219,Positive Sentiment
Massage Envy - Mount Laurel,5.0,0.087,0.224,Positive Sentiment
Tim Hortons,2.0,0.088,0.029,Negative Sentiment
Samosa Vegetarian,4.0,0.09,0.292,Positive Sentiment
QDOBA Mexican Eats,3.4615384615384617,0.079,0.161,Positive Sentiment
Wendy's,1.5714285714285714,0.069,0.067,Negative Sentiment
Kodiak Grill,3.5,0.015,0.226,Positive Sentiment
Morningstar Electric,5.0,0.031,0.226,Positive Sentiment
Uptowne Deli,5.0,0.0,0.191,Positive Sentiment
Village Tap Room,2.25,0.058,0.144,Positive Sentiment
Naoki Ramen,3.979591836734694,0.054,0.218,Positive Sentiment
Tommy's Flowers,4.636363636363637,0.04,0.213,Positive Sentiment
Morningstar Golf Club,4.0,0.077,0.205,Positive Sentiment
Davis Hyundai,1.0833333333333333,0.106,0.059,Negative Sentiment
Tower Place,2.7777777777777777,0.066,0.16,Positive Sentiment
Edwardsville Children's Museum,4.0,0.025,0.246,Positive Sentiment
Star Wok,3.7777777777777777,0.033,0.32,Positive Sentiment
Caladesi Honeymoon Ferry Service,4.0,0.021,0.159,Positive Sentiment
Mel's Kitchen,4.2905982905982905,0.038,0.265,Positive Sentiment
Health Haven Market,4.4,0.045,0.258,Positive Sentiment
Concihairge,5.0,0.023,0.228,Positive Sentiment
Ralston Massage Center,4.6923076923076925,0.047,0.246,Positive Sentiment
Ameristar Casino Restaurant,2.0,0.206,0.136,Negative Sentiment
Bocconcini,4.489795918367347,0.027,0.268,Positive Sentiment
Victoria's Nails & Spa,4.75,0.018,0.249,Positive Sentiment
Rena Elle Couture,3.0,0.098,0.098,Neutral Sentiment
Philly Fade Factory Barber Shop,5.0,0.084,0.237,Positive Sentiment
Lane Bryant,2.5,0.064,0.117,Positive Sentiment
Mario's Auto Body & Detailing,1.2,0.13,0.037,Negative Sentiment
Fresh Fruits & Salads,4.0,0.066,0.204,Positive Sentiment
